"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.588408764E0	-1.664168954E0	-1.707941890E0	-2.068307877E0	3.156647158E0
1.593439702E0	-1.762660265E0	-1.854327440E0	-2.062687874E0	3.286363146E0
1.598470639E0	-1.770730257E0	-2.025918961E0	-2.005970955E0	3.356151479E0
1.603501577E0	-1.655035734E0	-2.222507477E0	-1.945970535E0	3.386072074E0
1.608532514E0	-1.501488447E0	-2.386757374E0	-1.787103176E0	3.338385250E0
1.613563452E0	-1.305131674E0	-2.499946833E0	-1.500844479E0	3.194626269E0
1.618594389E0	-1.051632166E0	-2.629340172E0	-1.111240387E0	3.042074152E0
1.623625327E0	-6.794163585E-1	-2.760998249E0	-5.085582733E-1	2.888485665E0
1.628656264E0	-1.851427704E-1	-2.714717627E0	5.838041306E-1	2.782947520E0
1.633687202E0	4.335930943E-1	-2.421544313E0	2.164855957E0	3.276962183E0
1.638718139E0	8.400332928E-1	-2.085871458E0	3.660866737E0	4.296331102E0
1.643749077E0	8.041216731E-1	-1.868951321E0	4.652553558E0	5.077976498E0
1.648780014E0	4.074758291E-1	-1.849947929E0	5.117938042E0	5.457255143E0
1.653810952E0	-2.298249751E-1	-1.992045641E0	5.187641144E0	5.561716101E0
1.658841889E0	-8.873729110E-1	-2.128213406E0	5.173091888E0	5.663709268E0
1.663872827E0	-1.355191946E0	-2.195622444E0	5.117366791E0	5.731033589E0
1.668903764E0	-1.653124690E0	-2.211738825E0	4.858119011E0	5.588016660E0
1.673934702E0	-1.829183340E0	-2.221903086E0	4.352842331E0	5.218237382E0
1.678965639E0	-1.834701777E0	-2.266318321E0	3.726216316E0	4.731492088E0
1.683996577E0	-1.696525097E0	-2.337500811E0	3.145474434E0	4.270376665E0
1.689027514E0	-1.407419920E0	-2.433004856E0	2.686594009E0	3.888204063E0
1.694058452E0	-1.031752586E0	-2.545965672E0	2.420538902E0	3.661347181E0
1.699089389E0	-6.339594126E-1	-2.708305359E0	2.356021881E0	3.645224487E0
1.704120327E0	-1.881020665E-1	-2.837756395E0	2.444502831E0	3.750178374E0
1.709151264E0	2.451152802E-1	-2.929177761E0	2.613805771E0	3.933464690E0
1.714182202E0	5.903886557E-1	-2.997109652E0	2.796832085E0	4.141677768E0
1.719213139E0	7.910704613E-1	-3.008678675E0	3.060462952E0	4.363985944E0
1.724244077E0	8.712646961E-1	-2.974462032E0	3.380761147E0	4.586509837E0
1.729275014E0	9.688650370E-1	-2.890851259E0	3.819897652E0	4.887467497E0
1.734305952E0	1.096222281E0	-2.763867140E0	4.344508171E0	5.264543295E0
1.739336889E0	1.207996249E0	-2.642746925E0	4.907024384E0	5.702828645E0
1.744367827E0	1.187355280E0	-2.505238056E0	5.469506264E0	6.132008566E0
1.749398764E0	1.060995340E0	-2.343496084E0	6.017928123E0	6.544703500E0
1.754429702E0	8.653004169E-1	-2.197513819E0	6.619355202E0	7.028063395E0
1.759460639E0	6.939545870E-1	-2.068926334E0	7.268957138E0	7.589451036E0
1.764491577E0	5.499280691E-1	-1.921009183E0	7.856795311E0	8.106906298E0
1.769522514E0	4.416196346E-1	-1.726450682E0	8.311326027E0	8.500223537E0
1.774553452E0	3.161594868E-1	-1.491179109E0	8.632719040E0	8.766265452E0
1.779584389E0	2.409811020E-1	-1.292308688E0	8.854487419E0	8.951540711E0
1.784615327E0	1.456910372E-1	-1.144334435E0	8.943104744E0	9.017197438E0
1.789646264E0	1.042374372E-1	-1.051807880E0	8.917557716E0	8.979977778E0
1.794677202E0	1.285235882E-1	-9.903805256E-1	8.882683754E0	8.938648811E0
1.799708139E0	1.873087883E-1	-9.309296608E-1	8.871408463E0	8.922085111E0
1.804739077E0	2.061723471E-1	-8.777791262E-1	8.711278915E0	8.757818425E0
1.809770014E0	2.826844454E-1	-7.779077291E-1	8.569344521E0	8.609222755E0
1.814800952E0	4.326332808E-1	-6.742727757E-1	8.430728912E0	8.468707418E0
1.819831889E0	5.805671215E-1	-5.334887505E-1	8.242451668E0	8.280077169E0
1.824862827E0	6.508536339E-1	-3.749407530E-1	8.085444450E0	8.120258800E0
1.829893764E0	6.724805832E-1	-2.372617722E-1	7.873401642E0	7.905629431E0
1.834924702E0	6.928651333E-1	-1.254138947E-1	7.572974205E0	7.605637978E0
1.839955639E0	7.064044476E-1	-2.502036095E-2	7.160620689E0	7.195423679E0
1.844986577E0	7.075417042E-1	4.032659531E-2	6.622508049E0	6.660319388E0
1.850017514E0	7.002217770E-1	5.200910568E-2	5.978336334E0	6.019428612E0
1.855048452E0	6.646804810E-1	9.684681892E-2	5.238254547E0	5.281144776E0
1.860079441E0	6.241903305E-1	1.852819920E-1	4.507959366E0	4.554738261E0
1.865110431E0	5.828930140E-1	2.895711660E-1	3.830791473E0	3.885689004E0
1.870141421E0	5.163555145E-1	3.963711262E-1	3.192645073E0	3.258330193E0
1.875172410E0	4.574998617E-1	5.065444708E-1	2.641499519E0	2.728261926E0
1.880203400E0	3.865056038E-1	5.922315121E-1	2.182230949E0	2.293960911E0
1.885234389E0	3.074059486E-1	6.542315483E-1	1.848341942E0	1.984662508E0
1.890265379E0	2.671866417E-1	6.883038282E-1	1.639753342E0	1.798316402E0
1.895296368E0	2.411742210E-1	7.137929201E-1	1.513316154E0	1.690500258E0
1.900327358E0	2.575331926E-1	7.019726038E-1	1.483189583E0	1.661005786E0
1.905358348E0	2.919917107E-1	6.526142359E-1	1.525210381E0	1.684467632E0
1.910389337E0	3.205469847E-1	5.700619221E-1	1.567441940E0	1.698409609E0
1.915420327E0	3.863017559E-1	4.635059834E-1	1.600209236E0	1.710186084E0
1.920451316E0	4.176073074E-1	3.372684717E-1	1.556547165E0	1.646506897E0
1.925482306E0	4.625213146E-1	2.291082144E-1	1.403082848E0	1.495011043E0
1.930513296E0	4.976152182E-1	1.386491060E-1	1.149501801E0	1.260237624E0
1.935544285E0	5.234223604E-1	9.916782379E-2	8.771514893E-1	1.026255309E0
1.940575275E0	5.355474949E-1	5.804252625E-2	6.242446899E-1	8.245371350E-1
1.945606264E0	5.482709408E-1	5.364966393E-2	4.242191315E-1	6.952993474E-1
1.950637254E0	5.229829550E-1	1.341569424E-1	2.197990417E-1	5.829415709E-1
1.955668243E0	4.880241156E-1	2.377022505E-1	3.503227234E-2	5.439642979E-1
1.960699233E0	4.525443316E-1	3.455601931E-1	-1.299839020E-1	5.840411234E-1
1.965730223E0	4.256888628E-1	4.390313625E-1	-2.656154633E-1	6.667166711E-1
1.970761212E0	4.214881659E-1	5.280412436E-1	-3.718461990E-1	7.711999900E-1
1.975792202E0	4.348846674E-1	5.889177322E-1	-4.391422272E-1	8.536947142E-1
1.980823191E0	4.369357824E-1	6.506242752E-1	-4.293355942E-1	8.936184185E-1
1.985854181E0	4.463909864E-1	7.085239887E-1	-3.521108627E-1	9.084344858E-1
1.990885171E0	4.579626322E-1	7.531235218E-1	-2.792272568E-1	9.246040626E-1
1.995916160E0	4.854835272E-1	7.892858386E-1	-1.724061966E-1	9.425445808E-1
2.000947150E0	5.525208712E-1	8.027661443E-1	-9.856700897E-2	9.795040841E-1
2.005978139E0	5.967385769E-1	7.936137319E-1	-3.374385834E-2	9.935080938E-1
2.011009129E0	6.041529179E-1	7.570120096E-1	1.032180786E-1	9.740235637E-1
2.016040066E0	5.703972578E-1	6.930533648E-1	2.786588669E-1	9.398546495E-1
2.021071004E0	4.961075783E-1	6.017314196E-1	4.923982620E-1	9.223120291E-1
2.026101941E0	3.963865042E-1	5.117228031E-1	6.917037964E-1	9.473313200E-1
2.031132879E0	3.102413416E-1	4.135288000E-1	9.004087448E-1	1.038263775E0
2.036163816E0	2.621768713E-1	3.263533115E-1	1.127972603E0	1.203148116E0
2.041194754E0	2.096874714E-1	2.262911797E-1	1.379050255E0	1.413136985E0
2.046225691E0	1.628106833E-1	1.371586323E-1	1.691716194E0	1.705058207E0
2.051256629E0	9.815216064E-2	3.953862190E-2	2.022712708E0	2.025478671E0
2.056287566E0	3.997600079E-2	-6.226801872E-2	2.319321632E0	2.320501718E0
2.061318504E0	-6.599783897E-3	-1.640094519E-1	2.614924431E0	2.620071075E0
2.066349441E0	-5.575883389E-2	-2.138540745E-1	2.852053642E0	2.860603536E0
2.071380379E0	-1.028850079E-1	-2.506858110E-1	3.040335655E0	3.052387524E0
2.076411316E0	-1.528568268E-1	-2.846728563E-1	3.146366119E0	3.162913783E0
2.081442254E0	-1.676628590E-1	-3.017733097E-1	3.194214821E0	3.212815943E0
2.086473191E0	-1.906509399E-1	-3.165969849E-1	3.150587082E0	3.172188581E0
2.091504129E0	-2.076584101E-1	-3.196930885E-1	3.063488007E0	3.087115879E0
2.096535066E0	-2.378492355E-1	-3.062627316E-1	2.918720245E0	2.944366993E0
2.101566004E0	-2.859074473E-1	-3.046966791E-1	2.721258163E0	2.753148947E0
2.106596941E0	-3.328492641E-1	-3.193924427E-1	2.519093513E0	2.560982681E0
2.111627879E0	-3.788446784E-1	-2.973092794E-1	2.369669914E0	2.418109096E0
2.116658816E0	-3.811056018E-1	-2.761752605E-1	2.315987587E0	2.363326629E0
2.121689754E0	-3.304983974E-1	-2.557306290E-1	2.271918297E0	2.310030323E0
2.126720691E0	-2.560136318E-1	-2.454203367E-1	2.237488747E0	2.265420494E0
2.131751629E0	-1.434320807E-1	-2.642788887E-1	2.207912445E0	2.228293845E0
2.136782566E0	-2.365112305E-3	-2.980786562E-1	2.187929153E0	2.208141857E0
2.141813504E0	1.385272741E-1	-3.279131651E-1	2.153587341E0	2.182809036E0
2.146844441E0	2.266472578E-1	-3.587123156E-1	2.071470261E0	2.114481626E0
2.151875379E0	2.908537388E-1	-3.858269453E-1	1.975107193E0	2.033348655E0
2.156906316E0	2.976709604E-1	-4.236272573E-1	1.797666550E0	1.870741318E0
2.161937254E0	2.709461451E-1	-4.623870850E-1	1.582381248E0	1.670671735E0
2.166968191E0	2.393766642E-1	-4.588394165E-1	1.324609756E0	1.422120179E0
2.171999129E0	2.170575261E-1	-4.124892950E-1	1.129664421E0	1.222048728E0
2.177030066E0	2.275887132E-1	-3.660053015E-1	1.045254707E0	1.130625449E0
2.182061004E0	2.418679595E-1	-3.094532490E-1	1.080760002E0	1.149914608E0
2.187091941E0	2.690563202E-1	-2.808692455E-1	1.183406830E0	1.245684776E0
2.192122879E0	3.088381290E-1	-2.849236727E-1	1.281401634E0	1.348537221E0
2.197153816E0	3.802666068E-1	-2.978293896E-1	1.360392570E0	1.443597237E0
2.202184754E0	4.309506416E-1	-3.483573198E-1	1.353492737E0	1.462536791E0
2.207215691E0	4.662362933E-1	-3.934307098E-1	1.284727097E0	1.422212262E0
2.212246629E0	4.821693301E-1	-4.281853437E-1	1.192392349E0	1.355591925E0
2.217277566E0	4.652312994E-1	-4.189193249E-1	1.119496346E0	1.282655694E0
2.222308504E0	3.971703053E-1	-3.751013279E-1	1.123272896E0	1.249074560E0
2.227339441E0	3.263396025E-1	-3.203508854E-1	1.155770302E0	1.242951011E0
2.232370379E0	2.863235474E-1	-2.831754684E-1	1.212151527E0	1.277294346E0
2.237401316E0	2.724152803E-1	-2.919071913E-1	1.206390381E0	1.270746884E0
2.242432254E0	2.702441216E-1	-3.272086382E-1	1.176862717E0	1.251040859E0
2.247463191E0	2.799040675E-1	-3.411262035E-1	1.238290787E0	1.314563595E0
2.252494129E0	3.346477747E-1	-3.480968475E-1	1.457370758E0	1.535281757E0
2.257525066E0	4.009155035E-1	-3.103003502E-1	1.828934669E0	1.897899253E0
2.262556004E0	4.736528993E-1	-2.857830524E-1	2.276165962E0	2.342424067E0
2.267586941E0	5.096026063E-1	-2.611116171E-1	2.665048599E0	2.725868326E0
2.272617879E0	5.276604295E-1	-2.707660198E-1	2.871416092E0	2.932024921E0
2.277648816E0	5.610777736E-1	-3.347018957E-1	2.847827911E0	2.921807222E0
2.282679754E0	5.762566924E-1	-3.721197844E-1	2.680753708E0	2.767125829E0
2.287710691E0	5.634073615E-1	-3.784102201E-1	2.446973801E0	2.539350888E0
2.292741629E0	5.030136704E-1	-3.343039751E-1	2.199256897E0	2.280682529E0
2.297772566E0	4.090091586E-1	-2.488549948E-1	1.966401100E0	2.023845495E0
2.302803504E0	3.524118066E-1	-1.500477791E-1	1.853609085E0	1.892769151E0
2.307834441E0	3.420228362E-1	-3.241539001E-2	1.870270729E0	1.901563298E0
2.312865379E0	3.581056297E-1	1.854830980E-2	1.906274796E0	1.939708039E0
2.317896316E0	3.192296922E-1	2.699565887E-2	1.904244423E0	1.931005744E0
2.322927254E0	2.495841384E-1	-7.078945637E-3	1.935893059E0	1.951928351E0
2.327958191E0	2.211382091E-1	-5.506950617E-2	2.010665894E0	2.023539496E0
2.332989129E0	2.341870964E-1	-1.124360561E-1	2.099746704E0	2.115755582E0
2.338020066E0	3.176304698E-1	-1.698216796E-1	2.150506973E0	2.180460676E0
2.343051004E0	4.001802504E-1	-2.129512429E-1	2.139108658E0	2.186613435E0
2.348081941E0	4.491299391E-1	-2.419728637E-1	2.089538574E0	2.150916089E0
2.353112879E0	4.604105353E-1	-2.666411400E-1	2.016178131E0	2.085197740E0
2.358143816E0	4.156833887E-1	-2.535769939E-1	1.952505112E0	2.012304694E0
2.363174754E0	3.584358692E-1	-2.601481080E-1	1.860277176E0	1.912272073E0
2.368205691E0	3.031368554E-1	-2.718663216E-1	1.701348305E0	1.749396840E0
2.373236629E0	2.636263967E-1	-2.931692600E-1	1.480690956E0	1.532283525E0
2.378267566E0	2.249532491E-1	-2.852585316E-1	1.231946945E0	1.284394671E0
2.383298504E0	2.005512267E-1	-2.762562037E-1	9.217948914E-1	9.829771647E-1
2.388329441E0	1.847587526E-1	-2.272787094E-1	5.934267044E-1	6.617753863E-1
2.393360379E0	1.481873095E-1	-1.663697362E-1	4.523935318E-1	5.042799574E-1
2.398391316E0	6.187817454E-2	-8.340078592E-2	7.611312866E-1	7.681832041E-1
2.403422254E0	-1.029183567E-1	-1.187098026E-2	1.442223549E0	1.445939789E0
2.408453191E0	-3.365512192E-1	4.528760910E-3	2.284577370E0	2.309238184E0
2.413484129E0	-5.719323754E-1	-6.996154785E-3	3.034481049E0	3.087916907E0
2.418515066E0	-7.513850927E-1	-8.179831505E-2	3.467395782E0	3.548817273E0
2.423546004E0	-8.025210500E-1	-2.214391232E-1	3.531292915E0	3.628099361E0
2.428576941E0	-7.006100416E-1	-4.412157536E-1	3.293757439E0	3.396227883E0
2.433607879E0	-5.358229280E-1	-6.457281709E-1	2.884416580E0	3.003985701E0
2.438638816E0	-4.126360416E-1	-8.107396960E-1	2.375346184E0	2.543587398E0
2.443669754E0	-3.782347143E-1	-8.732306957E-1	1.805067062E0	2.040553956E0
2.448700691E0	-3.988451660E-1	-8.654403687E-1	1.216828346E0	1.545553533E0
2.453731629E0	-4.791513085E-1	-8.147063851E-1	7.493534088E-1	1.206177019E0
2.458762566E0	-5.333093405E-1	-8.202099800E-1	3.738088608E-1	1.047328186E0
2.463793504E0	-4.996627271E-1	-8.617445827E-1	-5.509376526E-3	9.961410140E-1
2.468824441E0	-4.362088442E-1	-8.287423253E-1	-1.830873489E-1	9.542604334E-1
2.473855379E0	-3.343400359E-1	-6.875929832E-1	-1.598072052E-2	7.647370487E-1
2.478886316E0	-2.384342998E-1	-4.580262899E-1	4.902772903E-1	7.120469219E-1
2.483917254E0	-1.977296174E-1	-1.504402161E-1	1.220234871E0	1.245272019E0
2.488948191E0	-2.134876102E-1	1.619682312E-1	2.077751160E0	2.094960751E0
2.493979129E0	-2.246848643E-1	3.532652557E-1	2.856953621E0	2.887466644E0
2.499010066E0	-1.938759238E-1	3.884037733E-1	3.404966354E0	3.432526947E0
2.504041004E0	-1.645975262E-1	3.186942041E-1	3.626597404E0	3.644292397E0
2.509071941E0	-1.410601735E-1	1.620976031E-1	3.517697334E0	3.524254267E0
2.514102879E0	-5.515642464E-2	-4.353550076E-2	3.117206573E0	3.117998459E0
2.519133816E0	7.537006587E-2	-2.549480498E-1	2.535717010E0	2.549615640E0
2.524164754E0	1.609294415E-1	-4.471522570E-1	1.859741211E0	1.919500143E0
2.529195691E0	1.171233207E-1	-6.231651306E-1	1.084833145E0	1.256549086E0
2.534226629E0	-4.002918303E-2	-7.761037350E-1	2.686510086E-1	8.222607295E-1
2.539257566E0	-1.797429919E-1	-9.325455427E-1	-5.456371307E-1	1.095293847E0
2.544288504E0	-2.434113920E-1	-1.052326679E0	-1.157296181E0	1.583027162E0
2.549319441E0	-2.447416782E-1	-1.124587297E0	-1.437711716E0	1.841632443E0
2.554350379E0	-2.220952660E-1	-1.134099126E0	-1.378018379E0	1.798455389E0
2.559381316E0	-1.570823342E-1	-1.056988716E0	-1.002830505E0	1.465458641E0
2.564412254E0	-6.546369195E-2	-8.892610073E-1	-3.462772369E-1	9.565451160E-1
2.569443191E0	5.070859939E-2	-5.655122995E-1	5.528001785E-1	7.924415186E-1
2.574474129E0	1.415984333E-1	-1.453152895E-1	1.588730812E0	1.601634241E0
2.579505066E0	1.623563021E-1	1.777985096E-1	2.527027130E0	2.538471586E0
2.584536004E0	1.117823347E-1	3.491062820E-1	3.181471825E0	3.202519861E0
2.589566941E0	2.279813588E-2	3.142042160E-1	3.399694443E0	3.414259268E0
2.594597879E0	-9.446582198E-2	7.173480839E-2	3.201718330E0	3.203914784E0
2.599628816E0	-1.959358752E-1	-2.832098007E-1	2.789160728E0	2.810340945E0
2.604659754E0	-2.999087572E-1	-6.260634661E-1	2.310698509E0	2.412722182E0
2.609690691E0	-4.586528838E-1	-8.792459369E-1	1.847796440E0	2.097090263E0
2.614721629E0	-6.626068354E-1	-1.060352921E0	1.376604080E0	1.859686783E0
2.619752566E0	-8.928040266E-1	-1.158264995E0	9.115152359E-1	1.723234416E0
2.624783504E0	-1.058323979E0	-1.214665651E0	5.146684647E-1	1.691255722E0
2.629814441E0	-1.135023117E0	-1.204680681E0	2.337322235E-1	1.671575237E0
2.634845379E0	-1.070308208E0	-1.127644300E0	-1.277160645E-2	1.554768293E0
2.639876316E0	-8.498479128E-1	-1.026059747E0	-1.962537766E-1	1.346683193E0
2.644907254E0	-5.359398723E-1	-9.328989983E-1	-2.595100403E-1	1.106741862E0
2.649938191E0	-2.000565827E-1	-8.333955407E-1	-2.267007828E-1	8.865461119E-1
2.654969181E0	2.921483666E-2	-6.890391111E-1	-6.937122345E-2	6.931383484E-1
2.660000171E0	1.382761598E-1	-5.238722563E-1	2.265539169E-1	5.872726067E-1
2.665031160E0	1.943214387E-1	-3.525712788E-1	5.747804642E-1	7.017406288E-1
2.670062150E0	1.783436388E-1	-1.901282072E-1	8.748779297E-1	9.128891392E-1
2.675093139E0	1.478234828E-1	-1.471509337E-1	1.007505417E0	1.028869450E0
2.680124129E0	9.831786156E-2	-2.673475146E-1	9.013614655E-1	9.453007918E-1
2.685155118E0	2.095726132E-2	-4.795163870E-1	6.286544800E-1	7.909371830E-1
2.690186108E0	-5.957615376E-2	-7.172464132E-1	3.187942505E-1	7.871604090E-1
2.695217098E0	-1.571408808E-1	-9.329651594E-1	4.356765747E-2	9.471089620E-1
2.700248087E0	-2.762714028E-1	-1.155365944E0	-3.548011780E-1	1.239790397E0
2.705279077E0	-4.308180213E-1	-1.393674254E0	-9.908275604E-1	1.763426026E0
2.710310066E0	-6.296269894E-1	-1.556609154E0	-1.782890320E0	2.449114145E0
2.715341056E0	-8.052117825E-1	-1.605561852E0	-2.487033844E0	3.067822064E0
2.720372046E0	-9.339524508E-1	-1.583082795E0	-2.945787907E0	3.472187309E0
2.725403035E0	-1.035976410E0	-1.507655382E0	-3.236156464E0	3.717388940E0
2.730434025E0	-1.083799362E0	-1.412420988E0	-3.511417389E0	3.936953922E0
2.735465014E0	-1.030711412E0	-1.273124337E0	-3.752510548E0	4.094453200E0
2.740496004E0	-9.014801383E-1	-1.147161245E0	-3.954712391E0	4.215257460E0
2.745526993E0	-7.684558630E-1	-1.015473127E0	-4.055940151E0	4.251159912E0
2.750557983E0	-7.181848288E-1	-9.069022536E-1	-4.056339264E0	4.218074130E0
2.755588973E0	-6.840780377E-1	-8.218910694E-1	-3.951210499E0	4.093352183E0
2.760619962E0	-7.004076838E-1	-7.895023823E-1	-3.783634663E0	3.928075381E0
2.765650952E0	-7.013750076E-1	-8.388898373E-1	-3.682574749E0	3.841486671E0
2.770681941E0	-7.547025681E-1	-9.130586386E-1	-3.872364521E0	4.049501084E0
2.775712931E0	-8.221871853E-1	-1.021849155E0	-4.237629890E0	4.435952497E0
2.780743921E0	-8.889223337E-1	-1.155632019E0	-4.586833477E0	4.812973055E0
2.785774910E0	-9.259725213E-1	-1.361758471E0	-4.814891338E0	5.088712002E0
2.790805900E0	-1.062586784E0	-1.471816301E0	-5.299769402E0	5.602043342E0
2.795836889E0	-1.144954205E0	-1.566450357E0	-5.797426224E0	6.113496354E0
2.800867879E0	-1.215275168E0	-1.577845812E0	-6.389368534E0	6.692572107E0
2.805898816E0	-1.291312218E0	-1.557913303E0	-6.908461571E0	7.198709772E0
2.810929754E0	-1.380796909E0	-1.525141120E0	-7.273965836E0	7.559314421E0
2.815960691E0	-1.472533345E0	-1.498213291E0	-7.472175121E0	7.761855356E0
2.820991629E0	-1.517600536E0	-1.500755191E0	-7.503675461E0	7.801315463E0
2.826022566E0	-1.534758687E0	-1.494295478E0	-7.416773319E0	7.719904771E0
2.831053504E0	-1.534029722E0	-1.493190408E0	-7.216523647E0	7.527355335E0
2.836084441E0	-1.559261799E0	-1.425794125E0	-6.979586601E0	7.292380638E0
2.841115379E0	-1.606648803E0	-1.325909019E0	-6.696360588E0	7.012888152E0
2.846146316E0	-1.643622756E0	-1.184317708E0	-6.371565819E0	6.685877293E0
2.851177254E0	-1.680499792E0	-1.039678574E0	-6.043359756E0	6.358239397E0
2.856208191E0	-1.698670506E0	-9.401956797E-1	-5.783294678E0	6.100487418E0
2.861239129E0	-1.708032846E0	-8.765952587E-1	-5.581553459E0	5.902502390E0
2.866270066E0	-1.708539009E0	-8.634994030E-1	-5.452288628E0	5.778597411E0
2.871301004E0	-1.695058584E0	-8.724546432E-1	-5.314075947E0	5.645688964E0
2.876331941E0	-1.647953033E0	-8.797526360E-1	-5.205186367E0	5.530251262E0
2.881362879E0	-1.552115679E0	-9.142191410E-1	-5.159115314E0	5.464552182E0
2.886393816E0	-1.416396260E0	-9.615226984E-1	-5.147191525E0	5.424415623E0
2.891424754E0	-1.283163786E0	-1.050340533E0	-5.159922123E0	5.419826644E0
2.896455691E0	-1.161388516E0	-1.147245407E0	-5.154327869E0	5.406670981E0
2.901486629E0	-1.084243417E0	-1.228396058E0	-5.187849522E0	5.440434111E0
2.906517566E0	-1.056335807E0	-1.270105004E0	-5.183922291E0	5.440777736E0
2.911548504E0	-1.044091225E0	-1.263157964E0	-5.123430729E0	5.379148349E0
2.916579441E0	-1.023739100E0	-1.155390263E0	-4.958562374E0	5.193294640E0
2.921610379E0	-1.048313498E0	-9.761214256E-1	-4.717971802E0	4.930621883E0
2.926641316E0	-1.075438380E0	-7.306237221E-1	-4.487607002E0	4.672151040E0
2.931672254E0	-1.091504931E0	-4.814114571E-1	-4.272027969E0	4.435466489E0
2.936703191E0	-1.106614232E0	-2.479014397E-1	-4.066250324E0	4.221426522E0
2.941734129E0	-1.116273046E0	-6.350779533E-2	-3.865434170E0	4.023888676E0
2.946765066E0	-1.087117791E0	8.145880699E-2	-3.683905602E0	3.841825232E0
2.951796004E0	-1.052682400E0	1.729028225E-1	-3.497781754E0	3.656844653E0
2.956826941E0	-9.891799688E-1	2.015321255E-1	-3.321448326E0	3.471471041E0
2.961857879E0	-9.015127420E-1	1.820533276E-1	-3.240997314E0	3.368966048E0
2.966888816E0	-7.991858125E-1	1.051628590E-1	-3.246774673E0	3.345340486E0
2.971919754E0	-6.627748013E-1	1.896858215E-2	-3.300512314E0	3.366453888E0
2.976950691E0	-5.203745365E-1	-7.151174545E-2	-3.402307510E0	3.442615282E0
2.981981629E0	-3.760813475E-1	-1.374664307E-1	-3.475749016E0	3.498737690E0
2.987012566E0	-2.579041719E-1	-1.501259804E-1	-3.511474609E0	3.524131993E0
2.992043504E0	-1.461664438E-1	-1.238331795E-1	-3.504876137E0	3.510107693E0
2.997074441E0	-3.604531288E-2	-4.913687706E-2	-3.484689713E0	3.485222531E0
3.002105379E0	8.195614815E-2	4.515719414E-2	-3.460458755E0	3.461723672E0
3.007136316E0	2.316763401E-1	1.638951302E-1	-3.446540833E0	3.458204628E0
3.012167254E0	3.987376690E-1	2.974183559E-1	-3.409418106E0	3.445516105E0
3.017198191E0	5.353578329E-1	3.741238117E-1	-3.310914993E0	3.374719948E0
3.022229129E0	6.221878529E-1	4.179825783E-1	-3.213199615E0	3.299466461E0
3.027260066E0	6.588027477E-1	4.386506081E-1	-3.101842403E0	3.201228157E0
3.032291004E0	6.780596972E-1	4.265911579E-1	-2.938494205E0	3.045733600E0
3.037321941E0	6.742211580E-1	4.151613712E-1	-2.789958477E0	2.900138176E0
3.042352879E0	6.368268728E-1	3.756179810E-1	-2.656053543E0	2.757037859E0
3.047383816E0	5.890115499E-1	3.462054729E-1	-2.527075768E0	2.617805335E0
3.052414754E0	5.587335825E-1	3.173074722E-1	-2.450721741E0	2.533555663E0
3.057445691E0	5.360894203E-1	2.839903831E-1	-2.412491798E0	2.487601070E0
3.062476629E0	5.065752268E-1	2.318797112E-1	-2.374066353E0	2.438560581E0
3.067507566E0	4.464142323E-1	1.609094143E-1	-2.373689651E0	2.420656950E0
3.072538504E0	3.606666327E-1	1.045863628E-1	-2.373103142E0	2.402631318E0
3.077569441E0	2.688579559E-1	2.480745316E-2	-2.324610710E0	2.340238228E0
3.082600379E0	1.951465607E-1	-3.992438316E-2	-2.194936752E0	2.203956325E0
3.087631316E0	1.157135963E-1	-9.395456314E-2	-2.075216770E0	2.080562842E0
3.092662254E0	7.373911142E-2	-1.368360519E-1	-2.003854275E0	2.009874005E0
3.097693191E0	4.065567255E-2	-1.966528893E-1	-1.980993748E0	1.991145768E0
3.102724129E0	-1.644462347E-2	-2.440910339E-1	-2.011591434E0	2.026413324E0
3.107755066E0	-7.763308287E-2	-3.026177883E-1	-2.057531834E0	2.081115486E0
